id,mpg,acceleration,cylinders,displacement,horsepower,model year,origin,weight,acceleration cylinders,acceleration displacement,acceleration horsepower,acceleration model year,acceleration origin,acceleration weight,cylinders displacement,cylinders horsepower,cylinders model year,cylinders origin,cylinders weight,displacement horsepower,displacement model year,displacement origin,displacement weight,horsepower model year,horsepower origin,horsepower weight,model year origin,model year weight,origin weight
204,29.8,15.3,4.0,89.0,62.0,80.0,2.0,1845.0,61.2,1361.7,948.6,1224.0,30.6,28228.5,356.0,248.0,320.0,8.0,7380.0,5518.0,7120.0,178.0,164205.0,4960.0,124.0,114390.0,160.0,147600.0,3690.0
205,26.0,20.5,4.0,91.0,70.0,71.0,1.0,1955.0,82.0,1865.5,1435.0,1455.5,20.5,40077.5,364.0,280.0,284.0,4.0,7820.0,6370.0,6461.0,91.0,177905.0,4970.0,70.0,136850.0,71.0,138805.0,1955.0
207,20.0,19.5,4.0,140.0,90.0,72.0,1.0,2408.0,78.0,2730.0,1755.0,1404.0,19.5,46956.0,560.0,360.0,288.0,4.0,9632.0,12600.0,10080.0,140.0,337120.0,6480.0,90.0,216720.0,72.0,173376.0,2408.0
208,18.1,15.1,6.0,258.0,120.0,78.0,1.0,3410.0,90.6,3895.7999999999997,1812.0,1177.8,15.1,51491.0,1548.0,720.0,468.0,6.0,20460.0,30960.0,20124.0,258.0,879780.0,9360.0,120.0,409200.0,78.0,265980.0,3410.0
209,31.0,16.5,4.0,76.0,52.0,74.0,3.0,1649.0,66.0,1254.0,858.0,1221.0,49.5,27208.5,304.0,208.0,296.0,12.0,6596.0,3952.0,5624.0,228.0,125324.0,3848.0,156.0,85748.0,222.0,122026.0,4947.0
211,15.5,13.7,8.0,318.0,145.0,77.0,1.0,4140.0,109.6,4356.599999999999,1986.5,1054.8999999999999,13.7,56718.0,2544.0,1160.0,616.0,8.0,33120.0,46110.0,24486.0,318.0,1316520.0,11165.0,145.0,600300.0,77.0,318780.0,4140.0
213,19.0,15.5,4.0,121.0,112.0,73.0,2.0,2868.0,62.0,1875.5,1736.0,1131.5,31.0,44454.0,484.0,448.0,292.0,8.0,11472.0,13552.0,8833.0,242.0,347028.0,8176.0,224.0,321216.0,146.0,209364.0,5736.0
217,18.0,16.0,6.0,250.0,105.0,75.0,1.0,3459.0,96.0,4000.0,1680.0,1200.0,16.0,55344.0,1500.0,630.0,450.0,6.0,20754.0,26250.0,18750.0,250.0,864750.0,7875.0,105.0,363195.0,75.0,259425.0,3459.0
222,28.4,16.0,4.0,151.0,90.0,79.0,1.0,2670.0,64.0,2416.0,1440.0,1264.0,16.0,42720.0,604.0,360.0,316.0,4.0,10680.0,13590.0,11929.0,151.0,403170.0,7110.0,90.0,240300.0,79.0,210930.0,2670.0
226,26.0,14.5,4.0,97.0,78.0,74.0,2.0,2300.0,58.0,1406.5,1131.0,1073.0,29.0,33350.0,388.0,312.0,296.0,8.0,9200.0,7566.0,7178.0,194.0,223100.0,5772.0,156.0,179400.0,148.0,170200.0,4600.0
227,20.6,15.8,6.0,231.0,105.0,78.0,1.0,3380.0,94.80000000000001,3649.8,1659.0,1232.4,15.8,53404.0,1386.0,630.0,468.0,6.0,20280.0,24255.0,18018.0,231.0,780780.0,8190.0,105.0,354900.0,78.0,263640.0,3380.0
228,20.0,17.7,6.0,225.0,100.0,76.0,1.0,3651.0,106.19999999999999,3982.5,1770.0,1345.2,17.7,64622.7,1350.0,600.0,456.0,6.0,21906.0,22500.0,17100.0,225.0,821475.0,7600.0,100.0,365100.0,76.0,277476.0,3651.0
234,34.5,15.8,4.0,100.0,93.5,81.0,2.0,2320.0,63.2,1580.0,1477.3,1279.8,31.6,36656.0,400.0,374.0,324.0,8.0,9280.0,9350.0,8100.0,200.0,232000.0,7573.5,187.0,216920.0,162.0,187920.0,4640.0
237,22.0,14.5,6.0,146.0,97.0,77.0,3.0,2815.0,87.0,2117.0,1406.5,1116.5,43.5,40817.5,876.0,582.0,462.0,18.0,16890.0,14162.0,11242.0,438.0,410990.0,7469.0,291.0,273055.0,231.0,216755.0,8445.0
239,30.0,21.8,4.0,146.0,67.0,80.0,2.0,3250.0,87.2,3182.8,1460.6000000000001,1744.0,43.6,70850.0,584.0,268.0,320.0,8.0,13000.0,9782.0,11680.0,292.0,474500.0,5360.0,134.0,217750.0,160.0,260000.0,6500.0
240,17.5,17.8,6.0,258.0,95.0,76.0,1.0,3193.0,106.80000000000001,4592.400000000001,1691.0,1352.8,17.8,56835.4,1548.0,570.0,456.0,6.0,19158.0,24510.0,19608.0,258.0,823794.0,7220.0,95.0,303335.0,76.0,242668.0,3193.0
242,33.5,16.8,4.0,85.0,70.0,77.0,3.0,1945.0,67.2,1428.0,1176.0,1293.6000000000001,50.400000000000006,32676.0,340.0,280.0,308.0,12.0,7780.0,5950.0,6545.0,255.0,165325.0,5390.0,210.0,136150.0,231.0,149765.0,5835.0
243,12.0,13.5,8.0,350.0,160.0,72.0,1.0,4456.0,108.0,4725.0,2160.0,972.0,13.5,60156.0,2800.0,1280.0,576.0,8.0,35648.0,56000.0,25200.0,350.0,1559600.0,11520.0,160.0,712960.0,72.0,320832.0,4456.0
244,24.0,15.5,4.0,90.0,75.0,74.0,2.0,2108.0,62.0,1395.0,1162.5,1147.0,31.0,32674.0,360.0,300.0,296.0,8.0,8432.0,6750.0,6660.0,180.0,189720.0,5550.0,150.0,158100.0,148.0,155992.0,4216.0
247,13.0,13.2,8.0,318.0,150.0,76.0,1.0,3940.0,105.6,4197.599999999999,1980.0,1003.1999999999999,13.2,52008.0,2544.0,1200.0,608.0,8.0,31520.0,47700.0,24168.0,318.0,1252920.0,11400.0,150.0,591000.0,76.0,299440.0,3940.0
248,21.0,19.5,4.0,140.0,72.0,73.0,1.0,2401.0,78.0,2730.0,1404.0,1423.5,19.5,46819.5,560.0,288.0,292.0,4.0,9604.0,10080.0,10220.0,140.0,336140.0,5256.0,72.0,172872.0,73.0,175273.0,2401.0
249,33.0,14.2,4.0,105.0,74.0,81.0,2.0,2190.0,56.8,1491.0,1050.8,1150.2,28.4,31098.0,420.0,296.0,324.0,8.0,8760.0,7770.0,8505.0,210.0,229950.0,5994.0,148.0,162060.0,162.0,177390.0,4380.0
251,41.5,14.7,4.0,98.0,76.0,80.0,2.0,2144.0,58.8,1440.6,1117.2,1176.0,29.4,31516.8,392.0,304.0,320.0,8.0,8576.0,7448.0,7840.0,196.0,210112.0,6080.0,152.0,162944.0,160.0,171520.0,4288.0
252,23.0,23.5,4.0,97.0,54.0,72.0,2.0,2254.0,94.0,2279.5,1269.0,1692.0,47.0,52969.0,388.0,216.0,288.0,8.0,9016.0,5238.0,6984.0,194.0,218638.0,3888.0,108.0,121716.0,144.0,162288.0,4508.0
255,16.0,14.5,8.0,351.0,149.0,77.0,1.0,4335.0,116.0,5089.5,2160.5,1116.5,14.5,62857.5,2808.0,1192.0,616.0,8.0,34680.0,52299.0,27027.0,351.0,1521585.0,11473.0,149.0,645915.0,77.0,333795.0,4335.0
256,18.0,14.5,4.0,121.0,112.0,72.0,2.0,2933.0,58.0,1754.5,1624.0,1044.0,29.0,42528.5,484.0,448.0,288.0,8.0,11732.0,13552.0,8712.0,242.0,354893.0,8064.0,224.0,328496.0,144.0,211176.0,5866.0
257,35.0,15.1,4.0,122.0,88.0,80.0,2.0,2500.0,60.4,1842.2,1328.8,1208.0,30.2,37750.0,488.0,352.0,320.0,8.0,10000.0,10736.0,9760.0,244.0,305000.0,7040.0,176.0,220000.0,160.0,200000.0,5000.0
258,17.0,21.0,6.0,231.0,110.0,75.0,1.0,3907.0,126.0,4851.0,2310.0,1575.0,21.0,82047.0,1386.0,660.0,450.0,6.0,23442.0,25410.0,17325.0,231.0,902517.0,8250.0,110.0,429770.0,75.0,293025.0,3907.0
262,23.5,12.6,6.0,173.0,110.0,81.0,1.0,2725.0,75.6,2179.7999999999997,1386.0,1020.6,12.6,34335.0,1038.0,660.0,486.0,6.0,16350.0,19030.0,14013.0,173.0,471425.0,8910.0,110.0,299750.0,81.0,220725.0,2725.0
264,18.1,11.2,8.0,302.0,139.0,78.0,1.0,3205.0,89.6,3382.3999999999996,1556.8,873.5999999999999,11.2,35896.0,2416.0,1112.0,624.0,8.0,25640.0,41978.0,23556.0,302.0,967910.0,10842.0,139.0,445495.0,78.0,249990.0,3205.0
265,31.0,16.0,4.0,79.0,67.0,74.0,2.0,2000.0,64.0,1264.0,1072.0,1184.0,32.0,32000.0,316.0,268.0,296.0,8.0,8000.0,5293.0,5846.0,158.0,158000.0,4958.0,134.0,134000.0,148.0,148000.0,4000.0
266,15.0,13.0,8.0,350.0,145.0,73.0,1.0,4082.0,104.0,4550.0,1885.0,949.0,13.0,53066.0,2800.0,1160.0,584.0,8.0,32656.0,50750.0,25550.0,350.0,1428700.0,10585.0,145.0,591890.0,73.0,297986.0,4082.0
267,17.6,13.4,8.0,302.0,129.0,79.0,1.0,3725.0,107.2,4046.8,1728.6000000000001,1058.6000000000001,13.4,49915.0,2416.0,1032.0,632.0,8.0,29800.0,38958.0,23858.0,302.0,1124950.0,10191.0,129.0,480525.0,79.0,294275.0,3725.0
268,30.5,17.0,4.0,98.0,63.0,77.0,1.0,2051.0,68.0,1666.0,1071.0,1309.0,17.0,34867.0,392.0,252.0,308.0,4.0,8204.0,6174.0,7546.0,98.0,200998.0,4851.0,63.0,129213.0,77.0,157927.0,2051.0
270,36.4,19.9,5.0,121.0,67.0,80.0,2.0,2950.0,99.5,2407.8999999999996,1333.3,1592.0,39.8,58704.99999999999,605.0,335.0,400.0,10.0,14750.0,8107.0,9680.0,242.0,356950.0,5360.0,134.0,197650.0,160.0,236000.0,5900.0
272,20.0,13.5,6.0,156.0,122.0,73.0,3.0,2807.0,81.0,2106.0,1647.0,985.5,40.5,37894.5,936.0,732.0,438.0,18.0,16842.0,19032.0,11388.0,468.0,437892.0,8906.0,366.0,342454.0,219.0,204911.0,8421.0
273,25.8,14.4,4.0,156.0,92.0,81.0,1.0,2620.0,57.6,2246.4,1324.8,1166.4,14.4,37728.0,624.0,368.0,324.0,4.0,10480.0,14352.0,12636.0,156.0,408720.0,7452.0,92.0,241040.0,81.0,212220.0,2620.0
275,19.1,18.7,6.0,225.0,90.0,80.0,1.0,3381.0,112.19999999999999,4207.5,1683.0,1496.0,18.7,63224.7,1350.0,540.0,480.0,6.0,20286.0,20250.0,18000.0,225.0,760725.0,7200.0,90.0,304290.0,80.0,270480.0,3381.0
276,20.0,13.5,8.0,262.0,110.0,75.0,1.0,3221.0,108.0,3537.0,1485.0,1012.5,13.5,43483.5,2096.0,880.0,600.0,8.0,25768.0,28820.0,19650.0,262.0,843902.0,8250.0,110.0,354310.0,75.0,241575.0,3221.0
277,34.7,14.9,4.0,105.0,63.0,81.0,1.0,2215.0,59.6,1564.5,938.7,1206.9,14.9,33003.5,420.0,252.0,324.0,4.0,8860.0,6615.0,8505.0,105.0,232575.0,5103.0,63.0,139545.0,81.0,179415.0,2215.0
278,10.0,15.0,8.0,307.0,200.0,70.0,1.0,4376.0,120.0,4605.0,3000.0,1050.0,15.0,65640.0,2456.0,1600.0,560.0,8.0,35008.0,61400.0,21490.0,307.0,1343432.0,14000.0,200.0,875200.0,70.0,306320.0,4376.0
279,24.0,13.5,4.0,134.0,96.0,75.0,3.0,2702.0,54.0,1809.0,1296.0,1012.5,40.5,36477.0,536.0,384.0,300.0,12.0,10808.0,12864.0,10050.0,402.0,362068.0,7200.0,288.0,259392.0,225.0,202650.0,8106.0
283,34.2,13.2,4.0,105.0,70.0,79.0,1.0,2200.0,52.8,1386.0,924.0,1042.8,13.2,29040.0,420.0,280.0,316.0,4.0,8800.0,7350.0,8295.0,105.0,231000.0,5530.0,70.0,154000.0,79.0,173800.0,2200.0
285,26.0,20.5,4.0,97.0,46.0,70.0,2.0,1835.0,82.0,1988.5,943.0,1435.0,41.0,37617.5,388.0,184.0,280.0,8.0,7340.0,4462.0,6790.0,194.0,177995.0,3220.0,92.0,84410.0,140.0,128450.0,3670.0
288,40.9,17.3,4.0,85.0,93.5,80.0,2.0,1835.0,69.2,1470.5,1617.55,1384.0,34.6,31745.5,340.0,374.0,320.0,8.0,7340.0,7947.5,6800.0,170.0,155975.0,7480.0,187.0,171572.5,160.0,146800.0,3670.0
290,28.0,16.5,4.0,151.0,90.0,80.0,1.0,2678.0,66.0,2491.5,1485.0,1320.0,16.5,44187.0,604.0,360.0,320.0,4.0,10712.0,13590.0,12080.0,151.0,404378.0,7200.0,90.0,241020.0,80.0,214240.0,2678.0
291,21.0,15.0,6.0,231.0,110.0,75.0,1.0,3039.0,90.0,3465.0,1650.0,1125.0,15.0,45585.0,1386.0,660.0,450.0,6.0,18234.0,25410.0,17325.0,231.0,702009.0,8250.0,110.0,334290.0,75.0,227925.0,3039.0
292,17.5,13.7,8.0,318.0,140.0,78.0,1.0,4080.0,109.6,4356.599999999999,1918.0,1068.6,13.7,55896.0,2544.0,1120.0,624.0,8.0,32640.0,44520.0,24804.0,318.0,1297440.0,10920.0,140.0,571200.0,78.0,318240.0,4080.0
297,22.0,15.4,6.0,225.0,100.0,76.0,1.0,3233.0,92.4,3465.0,1540.0,1170.4,15.4,49788.200000000004,1350.0,600.0,456.0,6.0,19398.0,22500.0,17100.0,225.0,727425.0,7600.0,100.0,323300.0,76.0,245708.0,3233.0
300,18.0,15.0,6.0,232.0,100.0,73.0,1.0,2789.0,90.0,3480.0,1500.0,1095.0,15.0,41835.0,1392.0,600.0,438.0,6.0,16734.0,23200.0,16936.0,232.0,647048.0,7300.0,100.0,278900.0,73.0,203597.0,2789.0
301,14.0,13.5,8.0,351.0,153.0,71.0,1.0,4154.0,108.0,4738.5,2065.5,958.5,13.5,56079.0,2808.0,1224.0,568.0,8.0,33232.0,53703.0,24921.0,351.0,1458054.0,10863.0,153.0,635562.0,71.0,294934.0,4154.0
305,25.5,15.8,4.0,140.0,89.0,77.0,1.0,2755.0,63.2,2212.0,1406.2,1216.6000000000001,15.8,43529.0,560.0,356.0,308.0,4.0,11020.0,12460.0,10780.0,140.0,385700.0,6853.0,89.0,245195.0,77.0,212135.0,2755.0
306,13.0,13.5,8.0,350.0,155.0,72.0,1.0,4502.0,108.0,4725.0,2092.5,972.0,13.5,60777.0,2800.0,1240.0,576.0,8.0,36016.0,54250.0,25200.0,350.0,1575700.0,11160.0,155.0,697810.0,72.0,324144.0,4502.0
307,28.0,17.0,4.0,97.0,92.0,72.0,3.0,2288.0,68.0,1649.0,1564.0,1224.0,51.0,38896.0,388.0,368.0,288.0,12.0,9152.0,8924.0,6984.0,291.0,221936.0,6624.0,276.0,210496.0,216.0,164736.0,6864.0
311,31.0,19.0,4.0,71.0,65.0,71.0,3.0,1773.0,76.0,1349.0,1235.0,1349.0,57.0,33687.0,284.0,260.0,284.0,12.0,7092.0,4615.0,5041.0,213.0,125883.0,4615.0,195.0,115245.0,213.0,125883.0,5319.0
313,22.4,15.8,6.0,231.0,110.0,81.0,1.0,3415.0,94.80000000000001,3649.8,1738.0,1279.8,15.8,53957.0,1386.0,660.0,486.0,6.0,20490.0,25410.0,18711.0,231.0,788865.0,8910.0,110.0,375650.0,81.0,276615.0,3415.0
314,23.9,14.9,4.0,119.0,97.0,78.0,3.0,2405.0,59.6,1773.1000000000001,1445.3,1162.2,44.7,35834.5,476.0,388.0,312.0,12.0,9620.0,11543.0,9282.0,357.0,286195.0,7566.0,291.0,233285.0,234.0,187590.0,7215.0
315,32.0,19.0,4.0,83.0,61.0,74.0,3.0,2003.0,76.0,1577.0,1159.0,1406.0,57.0,38057.0,332.0,244.0,296.0,12.0,8012.0,5063.0,6142.0,249.0,166249.0,4514.0,183.0,122183.0,222.0,148222.0,6009.0
316,18.0,14.5,6.0,250.0,88.0,71.0,1.0,3139.0,87.0,3625.0,1276.0,1029.5,14.5,45515.5,1500.0,528.0,426.0,6.0,18834.0,22000.0,17750.0,250.0,784750.0,6248.0,88.0,276232.0,71.0,222869.0,3139.0
318,32.0,11.6,4.0,135.0,84.0,82.0,1.0,2295.0,46.4,1566.0,974.4,951.1999999999999,11.6,26622.0,540.0,336.0,328.0,4.0,9180.0,11340.0,11070.0,135.0,309825.0,6888.0,84.0,192780.0,82.0,188190.0,2295.0
321,32.0,13.9,4.0,144.0,96.0,82.0,3.0,2665.0,55.6,2001.6000000000001,1334.4,1139.8,41.7,37043.5,576.0,384.0,328.0,12.0,10660.0,13824.0,11808.0,432.0,383760.0,7872.0,288.0,255840.0,246.0,218530.0,7995.0
323,20.0,16.0,6.0,232.0,100.0,75.0,1.0,2914.0,96.0,3712.0,1600.0,1200.0,16.0,46624.0,1392.0,600.0,450.0,6.0,17484.0,23200.0,17400.0,232.0,676048.0,7500.0,100.0,291400.0,75.0,218550.0,2914.0
325,12.0,11.5,8.0,383.0,180.0,71.0,1.0,4955.0,92.0,4404.5,2070.0,816.5,11.5,56982.5,3064.0,1440.0,568.0,8.0,39640.0,68940.0,27193.0,383.0,1897765.0,12780.0,180.0,891900.0,71.0,351805.0,4955.0
329,18.6,18.7,6.0,225.0,110.0,78.0,1.0,3620.0,112.19999999999999,4207.5,2057.0,1458.6,18.7,67694.0,1350.0,660.0,468.0,6.0,21720.0,24750.0,17550.0,225.0,814500.0,8580.0,110.0,398200.0,78.0,282360.0,3620.0
333,13.0,15.0,8.0,302.0,130.0,76.0,1.0,3870.0,120.0,4530.0,1950.0,1140.0,15.0,58050.0,2416.0,1040.0,608.0,8.0,30960.0,39260.0,22952.0,302.0,1168740.0,9880.0,130.0,503100.0,76.0,294120.0,3870.0
335,26.5,13.6,4.0,140.0,72.0,76.0,1.0,2565.0,54.4,1904.0,979.1999999999999,1033.6,13.6,34884.0,560.0,288.0,304.0,4.0,10260.0,10080.0,10640.0,140.0,359100.0,5472.0,72.0,184680.0,76.0,194940.0,2565.0
336,25.0,17.5,4.0,104.0,95.0,70.0,2.0,2375.0,70.0,1820.0,1662.5,1225.0,35.0,41562.5,416.0,380.0,280.0,8.0,9500.0,9880.0,7280.0,208.0,247000.0,6650.0,190.0,225625.0,140.0,166250.0,4750.0
337,28.0,15.5,4.0,140.0,90.0,71.0,1.0,2264.0,62.0,2170.0,1395.0,1100.5,15.5,35092.0,560.0,360.0,284.0,4.0,9056.0,12600.0,9940.0,140.0,316960.0,6390.0,90.0,203760.0,71.0,160744.0,2264.0
338,29.5,16.6,4.0,98.0,68.0,78.0,3.0,2135.0,66.4,1626.8000000000002,1128.8000000000002,1294.8000000000002,49.800000000000004,35441.0,392.0,272.0,312.0,12.0,8540.0,6664.0,7644.0,294.0,209230.0,5304.0,204.0,145180.0,234.0,166530.0,6405.0
339,14.0,8.5,8.0,440.0,215.0,70.0,1.0,4312.0,68.0,3740.0,1827.5,595.0,8.5,36652.0,3520.0,1720.0,560.0,8.0,34496.0,94600.0,30800.0,440.0,1897280.0,15050.0,215.0,927080.0,70.0,301840.0,4312.0
340,21.5,13.5,3.0,80.0,110.0,77.0,3.0,2720.0,40.5,1080.0,1485.0,1039.5,40.5,36720.0,240.0,330.0,231.0,9.0,8160.0,8800.0,6160.0,240.0,217600.0,8470.0,330.0,299200.0,231.0,209440.0,8160.0
343,32.8,19.4,4.0,78.0,52.0,78.0,3.0,1985.0,77.6,1513.1999999999998,1008.8,1513.1999999999998,58.199999999999996,38509.0,312.0,208.0,312.0,12.0,7940.0,4056.0,6084.0,234.0,154830.0,4056.0,156.0,103220.0,234.0,154830.0,5955.0
344,33.7,14.4,4.0,107.0,75.0,81.0,3.0,2210.0,57.6,1540.8,1080.0,1166.4,43.2,31824.0,428.0,300.0,324.0,12.0,8840.0,8025.0,8667.0,321.0,236470.0,6075.0,225.0,165750.0,243.0,179010.0,6630.0
345,15.0,8.5,8.0,390.0,190.0,70.0,1.0,3850.0,68.0,3315.0,1615.0,595.0,8.5,32725.0,3120.0,1520.0,560.0,8.0,30800.0,74100.0,27300.0,390.0,1501500.0,13300.0,190.0,731500.0,70.0,269500.0,3850.0
349,25.0,19.0,4.0,98.0,93.5,71.0,1.0,2046.0,76.0,1862.0,1776.5,1349.0,19.0,38874.0,392.0,374.0,284.0,4.0,8184.0,9163.0,6958.0,98.0,200508.0,6638.5,93.5,191301.0,71.0,145266.0,2046.0
351,29.8,15.5,4.0,134.0,90.0,80.0,3.0,2711.0,62.0,2077.0,1395.0,1240.0,46.5,42020.5,536.0,360.0,320.0,12.0,10844.0,12060.0,10720.0,402.0,363274.0,7200.0,270.0,243990.0,240.0,216880.0,8133.0
353,23.9,22.2,8.0,260.0,90.0,79.0,1.0,3420.0,177.6,5772.0,1998.0,1753.8,22.2,75924.0,2080.0,720.0,632.0,8.0,27360.0,23400.0,20540.0,260.0,889200.0,7110.0,90.0,307800.0,79.0,270180.0,3420.0
354,19.4,13.2,8.0,318.0,140.0,78.0,1.0,3735.0,105.6,4197.599999999999,1848.0,1029.6,13.2,49302.0,2544.0,1120.0,624.0,8.0,29880.0,44520.0,24804.0,318.0,1187730.0,10920.0,140.0,522900.0,78.0,291330.0,3735.0
355,25.1,15.4,4.0,140.0,88.0,78.0,1.0,2720.0,61.6,2156.0,1355.2,1201.2,15.4,41888.0,560.0,352.0,312.0,4.0,10880.0,12320.0,10920.0,140.0,380800.0,6864.0,88.0,239360.0,78.0,212160.0,2720.0
359,35.0,18.0,4.0,72.0,69.0,71.0,3.0,1613.0,72.0,1296.0,1242.0,1278.0,54.0,29034.0,288.0,276.0,284.0,12.0,6452.0,4968.0,5112.0,216.0,116136.0,4899.0,207.0,111297.0,213.0,114523.0,4839.0
360,21.5,15.4,6.0,231.0,115.0,79.0,1.0,3245.0,92.4,3557.4,1771.0,1216.6000000000001,15.4,49973.0,1386.0,690.0,474.0,6.0,19470.0,26565.0,18249.0,231.0,749595.0,9085.0,115.0,373175.0,79.0,256355.0,3245.0
364,17.5,12.5,8.0,305.0,145.0,77.0,1.0,3880.0,100.0,3812.5,1812.5,962.5,12.5,48500.0,2440.0,1160.0,616.0,8.0,31040.0,44225.0,23485.0,305.0,1183400.0,11165.0,145.0,562600.0,77.0,298760.0,3880.0
366,17.7,13.4,6.0,231.0,165.0,78.0,1.0,3445.0,80.4,3095.4,2211.0,1045.2,13.4,46163.0,1386.0,990.0,468.0,6.0,20670.0,38115.0,18018.0,231.0,795795.0,12870.0,165.0,568425.0,78.0,268710.0,3445.0
367,11.0,14.0,8.0,400.0,150.0,73.0,1.0,4997.0,112.0,5600.0,2100.0,1022.0,14.0,69958.0,3200.0,1200.0,584.0,8.0,39976.0,60000.0,29200.0,400.0,1998800.0,10950.0,150.0,749550.0,73.0,364781.0,4997.0
368,18.0,15.5,6.0,232.0,100.0,71.0,1.0,3288.0,93.0,3596.0,1550.0,1100.5,15.5,50964.0,1392.0,600.0,426.0,6.0,19728.0,23200.0,16472.0,232.0,762816.0,7100.0,100.0,328800.0,71.0,233448.0,3288.0
370,27.0,17.3,4.0,151.0,90.0,82.0,1.0,2950.0,69.2,2612.3,1557.0,1418.6000000000001,17.3,51035.0,604.0,360.0,328.0,4.0,11800.0,13590.0,12382.0,151.0,445450.0,7380.0,90.0,265500.0,82.0,241900.0,2950.0
373,15.0,13.5,8.0,318.0,150.0,72.0,1.0,4135.0,108.0,4293.0,2025.0,972.0,13.5,55822.5,2544.0,1200.0,576.0,8.0,33080.0,47700.0,22896.0,318.0,1314930.0,10800.0,150.0,620250.0,72.0,297720.0,4135.0
375,24.0,15.5,4.0,113.0,95.0,72.0,3.0,2278.0,62.0,1751.5,1472.5,1116.0,46.5,35309.0,452.0,380.0,288.0,12.0,9112.0,10735.0,8136.0,339.0,257414.0,6840.0,285.0,216410.0,216.0,164016.0,6834.0
377,36.0,15.3,4.0,105.0,74.0,82.0,2.0,1980.0,61.2,1606.5,1132.2,1254.6000000000001,30.6,30294.0,420.0,296.0,328.0,8.0,7920.0,7770.0,8610.0,210.0,207900.0,6068.0,148.0,146520.0,164.0,162360.0,3960.0
380,27.4,15.0,4.0,121.0,80.0,79.0,1.0,2670.0,60.0,1815.0,1200.0,1185.0,15.0,40050.0,484.0,320.0,316.0,4.0,10680.0,9680.0,9559.0,121.0,323070.0,6320.0,80.0,213600.0,79.0,210930.0,2670.0
381,18.0,15.5,6.0,199.0,97.0,70.0,1.0,2774.0,93.0,3084.5,1503.5,1085.0,15.5,42997.0,1194.0,582.0,420.0,6.0,16644.0,19303.0,13930.0,199.0,552026.0,6790.0,97.0,269078.0,70.0,194180.0,2774.0
382,13.0,12.0,8.0,400.0,150.0,73.0,1.0,4464.0,96.0,4800.0,1800.0,876.0,12.0,53568.0,3200.0,1200.0,584.0,8.0,35712.0,60000.0,29200.0,400.0,1785600.0,10950.0,150.0,669600.0,73.0,325872.0,4464.0
383,19.0,13.0,6.0,232.0,100.0,71.0,1.0,2634.0,78.0,3016.0,1300.0,923.0,13.0,34242.0,1392.0,600.0,426.0,6.0,15804.0,23200.0,16472.0,232.0,611088.0,7100.0,100.0,263400.0,71.0,187014.0,2634.0
384,40.8,19.2,4.0,85.0,65.0,80.0,3.0,2110.0,76.8,1632.0,1248.0,1536.0,57.599999999999994,40512.0,340.0,260.0,320.0,12.0,8440.0,5525.0,6800.0,255.0,179350.0,5200.0,195.0,137150.0,240.0,168800.0,6330.0
385,20.2,12.8,8.0,302.0,139.0,78.0,1.0,3570.0,102.4,3865.6000000000004,1779.2,998.4000000000001,12.8,45696.0,2416.0,1112.0,624.0,8.0,28560.0,41978.0,23556.0,302.0,1078140.0,10842.0,139.0,496230.0,78.0,278460.0,3570.0
387,16.0,12.0,8.0,304.0,150.0,70.0,1.0,3433.0,96.0,3648.0,1800.0,840.0,12.0,41196.0,2432.0,1200.0,560.0,8.0,27464.0,45600.0,21280.0,304.0,1043632.0,10500.0,150.0,514950.0,70.0,240310.0,3433.0
395,43.4,23.7,4.0,90.0,48.0,80.0,2.0,2335.0,94.8,2133.0,1137.6,1896.0,47.4,55339.5,360.0,192.0,320.0,8.0,9340.0,4320.0,7200.0,180.0,210150.0,3840.0,96.0,112080.0,160.0,186800.0,4670.0
396,26.0,15.5,4.0,98.0,90.0,73.0,2.0,2265.0,62.0,1519.0,1395.0,1131.5,31.0,35107.5,392.0,360.0,292.0,8.0,9060.0,8820.0,7154.0,196.0,221970.0,6570.0,180.0,203850.0,146.0,165345.0,4530.0
1,,19.6,6.0,145.0,76.0,81.0,2.0,3160.0,117.60000000000001,2842.0,1489.6000000000001,1587.6000000000001,39.2,61936.00000000001,870.0,456.0,486.0,12.0,18960.0,11020.0,11745.0,290.0,458200.0,6156.0,152.0,240160.0,162.0,255960.0,6320.0
2,,19.0,6.0,250.0,98.0,77.0,1.0,3525.0,114.0,4750.0,1862.0,1463.0,19.0,66975.0,1500.0,588.0,462.0,6.0,21150.0,24500.0,19250.0,250.0,881250.0,7546.0,98.0,345450.0,77.0,271425.0,3525.0
4,,15.0,4.0,119.0,92.0,80.0,3.0,2434.0,60.0,1785.0,1380.0,1200.0,45.0,36510.0,476.0,368.0,320.0,12.0,9736.0,10948.0,9520.0,357.0,289646.0,7360.0,276.0,223928.0,240.0,194720.0,7302.0
5,,13.5,6.0,258.0,110.0,71.0,1.0,2962.0,81.0,3483.0,1485.0,958.5,13.5,39987.0,1548.0,660.0,426.0,6.0,17772.0,28380.0,18318.0,258.0,764196.0,7810.0,110.0,325820.0,71.0,210302.0,2962.0
6,,16.5,4.0,97.0,88.0,72.0,3.0,2100.0,66.0,1600.5,1452.0,1188.0,49.5,34650.0,388.0,352.0,288.0,12.0,8400.0,8536.0,6984.0,291.0,203700.0,6336.0,264.0,184800.0,216.0,151200.0,6300.0
